Date,Last,Open,Max,Min,Vol_K,Var_%
2019-07-30,64.72,63.91,65.14,63.9,86.1,1.59
2019-07-29,63.71,63.32,63.9,62.92,101.7,0.39
2019-07-26,63.46,63.28,63.96,63.01,159.86,0.11
2019-07-25,63.39,63.21,64.23,63.01,169.84,0.33
2019-07-24,63.18,64.13,64.66,62.59,301.51,-1.02
2019-07-23,63.83,63.26,64.46,62.66,272.73,0.9
2019-07-22,63.26,63.05,64.03,62.77,267.78,1.26
2019-07-19,62.47,62.5,63.37,61.83,298.98,0.87
2019-07-18,61.93,63.52,64.46,61.29,374.89,-2.72
2019-07-17,63.66,64.44,65.28,63.22,274.93,-1.07
2019-07-16,64.35,66.31,67.09,63.82,356.74,-3.2
2019-07-15,66.48,66.87,67.47,66.11,283.09,-0.36
2019-07-12,66.72,66.83,67.29,66.51,244.7,0.3
2019-07-11,66.52,66.81,67.65,66.43,283.02,-0.73
2019-07-10,67.01,64.78,67.12,64.63,349.51,4.44
2019-07-09,64.16,63.81,64.75,63.76,263.89,0.08
2019-07-08,64.11,64.34,65.14,63.79,253.82,-0.19
2019-07-05,64.23,63.27,64.52,62.91,203.54,1.47
2019-07-04,63.3,63.88,64.07,62.95,114.98,-0.81
2019-07-03,63.82,62.9,64.01,62.09,282.11,2.28
2019-07-02,62.4,64.8,65.51,62.22,386.94,-4.09
2019-07-01,65.06,65.05,66.75,64.22,361.41,-2.24
2019-06-28,66.55,66.51,66.84,66.08,34.62,0.0
2019-06-27,66.55,66.05,66.82,65.63,103.16,0.09
2019-06-26,66.49,65.8,66.85,65.6,141.95,2.21
2019-06-25,65.05,64.89,65.98,64.17,205.8,0.29
2019-06-24,64.86,65.5,65.79,64.08,217.44,-0.52
2019-06-21,65.2,64.86,65.76,64.0,257.92,1.16
2019-06-20,64.45,62.45,64.82,62.4,394.17,4.25
2019-06-19,61.82,62.4,62.55,61.4,320.06,-0.51
2019-06-18,62.14,60.93,62.84,60.25,327.7,1.97
2019-06-17,60.94,62.07,62.37,60.74,236.16,-1.73
2019-06-14,62.01,61.25,62.57,60.74,262.31,1.14
2019-06-13,61.31,59.94,62.64,59.78,435.42,2.23
2019-06-12,59.97,61.79,61.85,59.57,343.21,-3.72
2019-06-11,62.29,62.3,62.87,62.01,302.74,0.0
2019-06-10,62.29,63.58,64.1,62.05,278.49,-1.58
2019-06-07,63.29,62.4,63.59,61.77,307.96,2.63
2019-06-06,61.67,60.4,62.43,60.22,343.64,1.72
2019-06-05,60.63,61.58,62.27,59.45,428.01,-2.16
2019-06-04,61.97,61.0,62.12,60.21,370.27,1.13
2019-06-03,61.28,61.64,62.84,60.55,386.56,-4.98
2019-05-31,64.49,66.24,66.28,64.37,21.75,-3.56
2019-05-30,66.87,69.68,69.96,66.31,105.27,-3.71
2019-05-29,69.45,70.1,70.1,68.08,148.48,-0.94
2019-05-28,70.11,69.99,70.59,69.58,238.88,0.0
2019-05-27,70.11,69.15,70.23,68.53,72.18,2.07
2019-05-24,68.69,67.99,69.3,67.33,292.09,1.37
2019-05-23,67.76,70.86,70.97,67.02,434.54,-4.55
2019-05-22,70.99,71.91,72.04,70.42,371.52,-1.65
2019-05-21,72.18,72.15,72.52,71.63,303.74,0.29
2019-05-20,71.97,72.5,73.4,71.6,301.98,-0.33
2019-05-17,72.21,72.82,73.23,71.79,255.53,-0.56
2019-05-16,72.62,72.05,73.36,71.82,326.44,1.18
2019-05-15,71.77,70.9,72.25,70.42,272.44,0.74
2019-05-14,71.24,70.02,71.65,69.93,299.77,1.44
2019-05-13,70.23,70.83,72.58,69.72,373.47,-0.55
2019-05-10,70.62,70.45,71.23,70.18,300.46,0.33
2019-05-09,70.39,70.23,70.65,69.4,328.74,0.03
2019-05-08,70.37,69.88,70.7,69.33,295.44,0.7
2019-05-07,69.88,71.15,71.33,69.38,332.07,-1.91
2019-05-06,71.24,70.59,71.79,68.79,227.02,0.55
2019-05-03,70.85,70.48,71.54,69.95,249.81,0.14
2019-05-02,70.75,72.0,72.22,69.68,346.63,-1.98
2019-05-01,72.18,71.73,72.36,71.3,230.8,-0.85
2019-04-30,72.8,71.94,73.27,71.73,25.34,1.05
2019-04-29,72.04,71.56,72.5,71.06,147.41,-0.15
2019-04-26,72.15,74.2,74.42,71.3,222.89,-2.96
2019-04-25,74.35,74.46,75.6,74.0,309.21,-0.3
2019-04-24,74.57,74.27,74.73,74.02,276.67,0.08
2019-04-23,74.51,74.38,74.73,73.99,308.99,0.63
2019-04-22,74.04,71.93,74.52,71.86,305.17,2.88
2019-04-18,71.97,71.63,72.04,71.2,259.04,0.49
2019-04-17,71.62,71.83,72.27,71.45,276.61,-0.14
2019-04-16,71.72,71.21,71.95,70.74,273.9,0.76
2019-04-15,71.18,71.55,71.6,70.78,219.15,-0.52
2019-04-12,71.55,70.95,71.87,70.9,237.22,1.02
2019-04-11,70.83,71.56,71.68,70.57,278.09,-1.25
2019-04-10,71.73,70.82,71.78,70.57,288.89,1.59
2019-04-09,70.61,71.19,71.34,70.3,267.49,-0.69
2019-04-08,71.1,70.56,71.19,70.43,288.13,1.08
2019-04-05,70.34,69.13,70.48,68.92,263.87,1.35
2019-04-04,69.4,69.44,70.03,68.87,281.88,0.13
2019-04-03,69.31,69.47,69.96,68.8,341.5,-0.09
2019-04-02,69.37,69.22,69.58,68.69,299.3,0.52
2019-04-01,69.01,67.58,69.22,67.58,320.77,0.91
2019-03-29,68.39,68.01,68.89,67.81,20.62,0.84
2019-03-28,67.82,67.75,68.0,66.54,131.64,-0.01
2019-03-27,67.83,67.9,68.35,67.19,148.15,-0.21
2019-03-26,67.97,67.36,68.23,67.24,197.54,1.13
2019-03-25,67.21,67.0,67.65,66.36,216.76,0.27
2019-03-22,67.03,67.76,67.98,66.2,284.52,-1.22
2019-03-21,67.86,68.38,68.69,67.59,303.23,-0.93
2019-03-20,68.5,67.66,68.57,67.19,235.49,1.32
2019-03-19,67.61,67.49,68.2,67.13,234.14,0.1
2019-03-18,67.54,67.14,67.69,66.69,208.53,0.57
2019-03-15,67.16,67.18,67.71,66.13,254.32,-0.1
2019-03-14,67.23,67.65,68.14,67.03,235.99,-0.47
2019-03-13,67.55,66.91,67.76,66.7,243.2,1.32
2019-03-12,66.67,66.7,67.39,66.34,252.13,0.14
2019-03-11,66.58,65.76,66.75,65.63,247.81,1.28
2019-03-08,65.74,66.08,66.09,64.02,316.39,-0.84
2019-03-07,66.3,65.88,67.0,65.75,276.24,0.47
2019-03-06,65.99,65.49,66.18,65.22,283.2,0.2
2019-03-05,65.86,65.46,66.23,65.04,216.39,0.29
2019-03-04,65.67,64.97,66.34,64.93,233.54,0.92
2019-03-01,65.07,66.48,67.14,64.59,297.19,-1.45
2019-02-28,66.03,66.38,66.38,65.67,19.67,-0.54
2019-02-27,66.39,65.64,66.7,65.27,102.14,1.81
2019-02-26,65.21,64.79,65.74,64.32,127.6,0.69
2019-02-25,64.76,66.97,67.47,64.54,220.94,-3.52
2019-02-22,67.12,66.96,67.73,66.87,177.62,0.07
2019-02-21,67.07,67.05,67.31,66.69,245.86,-0.01
2019-02-20,67.08,66.3,67.38,65.63,276.48,0.95
2019-02-19,66.45,66.44,66.65,65.58,246.65,-0.08
2019-02-18,66.5,66.39,66.83,65.9,175.24,0.38
2019-02-15,66.25,64.86,66.39,64.42,290.55,2.6
2019-02-14,64.57,63.69,64.81,63.25,287.45,1.51
2019-02-13,63.61,62.7,63.98,62.69,269.68,1.91
2019-02-12,62.42,61.59,63.34,61.59,278.8,1.48
2019-02-11,61.51,62.11,62.34,60.9,280.96,-0.95
2019-02-08,62.1,61.66,62.36,61.04,254.95,0.76
2019-02-07,61.63,62.5,62.91,60.6,286.17,-1.69
2019-02-06,62.69,62.06,62.8,61.05,225.57,1.15
2019-02-05,61.98,62.64,63.02,61.72,215.36,-0.85
2019-02-04,62.51,62.83,63.63,61.28,297.43,-0.38
2019-02-01,62.75,61.06,62.97,60.46,267.22,1.39
2019-01-31,61.89,61.97,62.32,61.57,20.63,0.39
2019-01-30,61.65,61.26,62.67,61.04,90.93,0.54
2019-01-29,61.32,59.87,61.79,59.75,142.13,2.32
2019-01-28,59.93,61.49,61.69,59.49,214.19,-2.77
2019-01-25,61.64,61.13,61.92,60.7,218.03,0.9
2019-01-24,61.09,61.02,61.51,60.41,274.48,-0.08
2019-01-23,61.14,61.37,62.33,60.21,308.46,-0.59
2019-01-22,61.5,62.59,62.71,60.57,283.22,-1.98
2019-01-21,62.74,62.74,63.15,62.25,138.08,0.06
2019-01-18,62.7,61.33,63.0,61.32,288.91,2.48
2019-01-17,61.18,61.05,61.54,60.04,278.42,-0.23
2019-01-16,61.32,60.42,61.45,60.03,315.59,1.12
2019-01-15,60.64,59.36,60.86,59.11,234.36,2.8
2019-01-14,58.99,60.62,61.04,58.9,263.28,-2.46
2019-01-11,60.48,61.19,62.49,60.08,292.79,-1.95
2019-01-10,61.68,61.15,61.91,60.44,300.92,0.39
2019-01-09,61.44,59.15,61.69,59.05,329.05,4.63
2019-01-08,58.72,57.64,58.87,57.13,288.25,2.42
2019-01-07,57.33,57.41,58.93,57.26,296.58,0.47
2019-01-04,57.06,55.67,58.31,55.34,321.11,1.98
2019-01-03,55.95,54.29,56.3,53.93,278.36,1.89
2019-01-02,54.91,54.12,56.56,52.51,300.95,2.06
2018-12-31,53.8,53.0,54.82,52.66,109.11,3.07
2018-12-28,52.2,53.44,53.8,51.6,17.11,0.08
2018-12-27,52.16,54.65,54.67,51.94,102.59,-4.24
2018-12-26,54.47,50.84,55.29,49.93,77.0,7.93
2018-12-24,50.47,53.49,54.66,50.36,76.22,-6.22
2018-12-21,53.82,54.97,55.33,52.79,226.34,-0.98
2018-12-20,54.35,56.49,56.75,54.28,299.45,-5.05
2018-12-19,57.24,56.51,58.11,56.04,319.37,1.74
2018-12-18,56.26,59.0,59.24,55.89,398.56,-5.62
2018-12-17,59.61,60.25,61.21,58.64,246.03,-1.11
2018-12-14,60.28,61.53,61.58,59.92,206.56,-1.9
2018-12-13,61.45,60.29,62.02,59.33,252.4,2.16
2018-12-12,60.15,60.67,61.43,59.98,246.92,-0.08
2018-12-11,60.2,59.91,61.1,59.58,235.33,0.38
2018-12-10,59.97,61.34,62.33,59.61,264.95,-2.76
2018-12-07,61.67,60.25,63.73,59.1,423.08,2.68
2018-12-06,60.06,61.36,61.97,58.36,399.99,-2.44
2018-12-05,61.56,61.35,63.29,60.8,256.24,-0.84
2018-12-04,62.08,61.9,63.58,61.24,277.42,0.63
2018-12-03,61.69,59.98,62.6,59.85,294.77,5.08
2018-11-30,58.71,59.28,59.93,58.25,27.02,-1.34
2018-11-29,59.51,59.12,60.37,57.5,94.57,1.28
2018-11-28,58.76,60.63,61.27,58.55,150.81,-2.41
2018-11-27,60.21,60.39,61.4,58.92,271.17,-0.45
2018-11-26,60.48,58.98,61.13,58.6,267.38,2.86
2018-11-23,58.8,62.58,62.79,58.41,279.67,-6.07
2018-11-22,62.6,63.6,63.81,62.27,164.11,-1.39
2018-11-21,63.48,62.6,64.48,62.56,334.98,1.52
2018-11-20,62.53,66.9,66.9,61.71,417.01,-6.38
2018-11-19,66.79,66.99,67.64,65.27,262.55,0.04
2018-11-16,66.76,66.68,68.38,66.06,327.72,0.21
2018-11-15,66.62,66.12,67.42,65.77,316.04,0.76
2018-11-14,66.12,65.62,67.63,65.02,379.72,0.99
2018-11-13,65.47,69.13,69.68,64.61,445.04,-6.63
2018-11-12,70.12,70.69,71.88,68.87,319.23,-0.09
2018-11-09,70.18,70.87,70.99,69.13,292.21,-0.67
2018-11-08,70.65,72.1,73.08,70.56,350.47,-1.97
2018-11-07,72.07,71.66,73.55,71.36,361.36,-0.08
2018-11-06,72.13,72.85,73.28,71.18,290.88,-1.42
2018-11-05,73.17,72.85,74.13,72.26,231.14,0.47
2018-11-02,72.83,72.75,73.5,72.16,312.87,-0.08
2018-11-01,72.89,74.69,74.99,72.56,360.16,-3.42
2018-10-31,75.47,76.28,76.92,75.42,34.7,-0.58
2018-10-30,75.91,76.82,77.32,75.09,115.19,-1.85
2018-10-29,77.34,77.64,78.03,76.55,117.94,-0.36
2018-10-26,77.62,76.6,77.91,75.77,229.75,0.95
2018-10-25,76.89,75.67,77.08,75.35,215.24,0.95
2018-10-24,76.17,76.35,77.57,75.11,366.65,-0.35
2018-10-23,76.44,80.04,80.12,75.88,513.72,-4.25
2018-10-22,79.83,80.11,80.41,78.99,269.91,0.06
2018-10-19,79.78,79.44,80.88,79.22,291.07,0.62
2018-10-18,79.29,80.23,80.31,78.69,359.01,-0.95
2018-10-17,80.05,81.74,81.85,79.17,336.6,-1.67
2018-10-16,81.41,80.88,81.75,79.8,329.33,0.78
2018-10-15,80.78,81.0,81.92,79.85,284.65,0.44
2018-10-12,80.43,80.28,81.48,79.23,373.09,0.21
2018-10-11,80.26,82.47,82.63,79.8,482.51,-3.41
2018-10-10,83.09,84.98,85.17,82.26,319.09,-2.25
2018-10-09,85.0,83.91,85.45,83.73,351.4,1.3
2018-10-08,83.91,84.17,84.31,82.66,290.09,-0.3
2018-10-05,84.16,84.89,85.12,83.92,300.62,-0.5
2018-10-04,84.58,85.99,86.43,84.14,361.25,-1.98
2018-10-03,86.29,84.79,86.74,84.01,345.22,1.76
2018-10-02,84.8,84.95,85.38,84.31,268.61,-0.21
2018-10-01,84.98,82.79,85.45,82.55,347.53,2.73
2018-09-28,82.72,81.63,82.87,81.6,19.68,1.22
2018-09-27,81.72,81.8,82.44,81.32,124.0,0.47
2018-09-26,81.34,81.45,82.22,81.1,130.53,-0.65
2018-09-25,81.87,81.35,82.55,81.17,240.4,0.83
2018-09-24,81.2,78.97,81.48,78.97,243.31,3.05
2018-09-21,78.8,78.67,80.12,78.23,297.57,0.13
2018-09-20,78.7,79.44,79.83,78.51,300.16,-0.88
2018-09-19,79.4,78.97,79.5,78.51,275.87,0.47
2018-09-18,79.03,77.78,79.73,77.46,259.18,1.26
2018-09-17,78.05,78.07,78.9,77.73,207.61,-0.05
2018-09-14,78.09,78.45,78.94,77.37,261.06,-0.12
2018-09-13,78.18,79.6,79.71,77.87,298.14,-1.96
2018-09-12,79.74,79.42,80.13,78.75,315.27,0.86
2018-09-11,79.06,77.38,79.54,77.36,280.31,2.18
2018-09-10,77.37,77.08,77.92,76.9,244.53,0.7
2018-09-07,76.83,76.69,77.1,75.88,209.0,0.43
2018-09-06,76.5,77.02,77.77,75.64,274.79,-1.0
2018-09-05,77.27,77.82,78.09,76.91,277.12,-1.15
2018-09-04,78.17,78.19,79.72,77.44,320.45,0.03
2018-09-03,78.15,77.69,78.44,77.3,110.91,0.94
2018-08-31,77.42,77.53,77.79,77.0,25.83,-0.45
2018-08-30,77.77,77.33,78.03,77.18,90.22,0.82
2018-08-29,77.14,75.99,77.42,75.67,130.44,1.57
2018-08-28,75.95,76.34,76.97,75.73,179.66,-0.34
2018-08-27,76.21,75.54,76.34,75.39,101.08,0.51
2018-08-24,75.82,74.73,76.42,74.68,235.09,1.46
2018-08-23,74.73,74.72,74.87,74.21,199.66,-0.07
2018-08-22,74.78,72.76,75.0,72.7,300.69,2.96
2018-08-21,72.63,72.15,72.95,72.05,201.24,0.58
2018-08-20,72.21,71.77,72.75,71.42,249.1,0.53
2018-08-17,71.83,71.35,72.49,71.25,217.16,0.56
2018-08-16,71.43,70.65,71.52,70.4,227.2,0.95
2018-08-15,70.76,72.22,72.44,70.3,298.11,-2.35
2018-08-14,72.46,72.82,73.93,72.16,242.75,-0.21
2018-08-13,72.61,73.0,73.09,71.04,220.34,-0.27
2018-08-10,72.81,71.97,73.14,71.4,228.74,1.03
2018-08-09,72.07,72.16,72.89,71.86,197.06,-0.29
2018-08-08,72.28,74.64,74.87,71.65,269.51,-3.17
2018-08-07,74.65,73.61,74.9,73.57,228.99,1.22
2018-08-06,73.75,73.21,74.47,73.08,200.58,0.74
2018-08-03,73.21,73.37,73.73,72.48,175.36,-0.33
2018-08-02,73.45,72.42,73.75,71.84,226.45,1.46
2018-08-01,72.39,74.07,74.12,72.13,284.02,-2.51
2018-07-31,74.25,74.93,75.1,74.14,21.88,-0.96
2018-07-30,74.97,74.31,75.27,74.14,81.03,0.92
2018-07-27,74.29,74.5,74.85,73.83,119.34,-0.34
2018-07-26,74.54,74.37,74.83,73.77,183.35,0.83
2018-07-25,73.93,73.7,74.6,73.07,210.87,0.67
2018-07-24,73.44,72.91,74.0,72.68,215.15,0.52
2018-07-23,73.06,73.22,74.5,72.52,316.98,-0.01
2018-07-20,73.07,72.65,73.47,72.26,231.51,0.68
2018-07-19,72.58,73.06,73.79,71.83,313.81,-0.44
2018-07-18,72.9,71.74,73.28,71.19,287.11,1.03
2018-07-17,72.16,72.01,72.78,71.35,286.44,0.45
2018-07-16,71.84,74.92,75.37,71.52,330.0,-4.63
2018-07-13,75.33,74.34,75.93,73.22,302.43,1.18
2018-07-12,74.45,74.17,75.1,72.67,416.41,1.43
2018-07-11,73.4,78.78,78.83,73.04,560.84,-6.92
2018-07-10,78.86,78.25,79.51,78.15,261.55,1.01
2018-07-09,78.07,77.21,78.31,77.04,212.19,1.24
2018-07-06,77.11,77.57,77.68,76.36,315.28,-0.36
2018-07-05,77.39,78.14,78.5,77.3,254.02,-1.09
2018-07-04,78.24,77.89,78.28,77.61,97.25,0.62
2018-07-03,77.76,77.4,78.55,76.67,273.46,0.6
2018-07-02,77.3,78.55,78.95,77.16,265.38,-2.69
2018-06-29,79.44,77.79,79.7,77.45,17.12,2.04
2018-06-28,77.85,77.5,78.42,77.09,144.22,0.3
2018-06-27,77.62,76.54,78.16,76.28,166.19,1.72
2018-06-26,76.31,74.74,76.72,74.13,289.47,2.11
2018-06-25,74.73,74.8,75.13,73.74,274.38,-1.09
2018-06-22,75.55,73.24,75.83,73.24,377.39,3.42
2018-06-21,73.05,74.46,74.69,72.93,411.81,-2.26
2018-06-20,74.74,75.2,75.86,74.1,368.84,-0.45
2018-06-19,75.08,75.24,75.55,74.45,290.59,-0.35
2018-06-18,75.34,73.06,75.49,72.45,316.12,2.59
2018-06-15,73.44,75.98,76.06,73.0,285.8,-3.29
2018-06-14,75.94,76.56,76.92,75.76,279.21,-1.04
2018-06-13,76.74,75.4,76.87,75.26,292.47,1.13
2018-06-12,75.88,76.5,77.07,75.43,260.33,-0.76
2018-06-11,76.46,76.3,76.84,75.52,231.28,0.0
2018-06-08,76.46,77.39,77.61,76.12,251.83,-1.11
2018-06-07,77.32,75.88,77.45,75.44,327.98,2.6
2018-06-06,75.36,75.19,76.25,74.46,365.65,-0.03
2018-06-05,75.38,75.4,75.74,73.81,400.85,0.12
2018-06-04,75.29,76.66,76.95,75.2,324.29,-1.95
2018-06-01,76.79,77.71,77.95,76.35,296.57,-1.03
2018-05-31,77.59,77.37,78.75,77.04,21.44,0.12
2018-05-30,77.5,75.37,77.73,74.81,125.33,2.8
2018-05-29,75.39,75.82,76.2,74.54,114.46,0.12
2018-05-28,75.3,76.11,76.17,74.49,65.1,-1.49
2018-05-25,76.44,78.82,78.88,76.01,275.72,-2.98
2018-05-24,78.79,79.65,79.78,78.57,228.58,-1.27
2018-05-23,79.8,79.47,79.85,78.21,292.97,0.29
2018-05-22,79.57,79.36,80.49,79.16,305.31,0.44
2018-05-21,79.22,78.61,79.59,78.1,245.77,0.9
2018-05-18,78.51,79.46,79.87,78.33,277.28,-1.0
2018-05-17,79.3,79.26,80.5,79.12,330.17,0.03
2018-05-16,79.28,78.1,79.35,77.61,336.57,1.08
2018-05-15,78.43,78.42,79.47,77.9,390.92,0.26
2018-05-14,78.23,77.05,78.53,76.55,290.13,1.44
2018-05-11,77.12,77.55,77.6,76.95,261.8,-0.45
2018-05-10,77.47,77.44,78.0,76.51,314.19,0.34
2018-05-09,77.21,76.19,77.43,76.08,364.75,3.15
2018-05-08,74.85,75.6,76.18,73.1,519.8,-1.73
2018-05-07,76.17,75.0,76.34,74.83,230.47,1.74
2018-05-04,74.87,73.74,75.08,73.24,289.86,1.7
2018-05-03,73.62,73.07,74.09,72.47,382.14,0.35
2018-05-02,73.36,73.28,73.63,72.38,347.06,0.31
2018-05-01,73.13,74.65,74.98,72.74,360.97,-2.71
2018-04-30,75.17,74.62,75.41,73.47,24.76,0.71
2018-04-27,74.64,74.72,75.03,74.35,156.53,-0.13
2018-04-26,74.74,74.23,74.97,74.11,179.48,1.0
2018-04-25,74.0,74.0,74.19,73.17,275.13,0.19
2018-04-24,73.86,75.09,75.47,73.68,330.6,-1.14
2018-04-23,74.71,73.77,75.1,73.13,317.45,0.88
2018-04-20,74.06,73.94,74.2,72.83,371.9,0.38
2018-04-19,73.78,73.72,74.75,73.46,393.96,0.41
2018-04-18,73.48,71.72,73.93,71.66,352.65,2.65
2018-04-17,71.58,71.65,71.89,70.83,315.04,0.22
2018-04-16,71.42,72.7,72.85,71.11,297.44,-1.6
2018-04-13,72.58,71.94,72.88,71.56,328.5,0.78
2018-04-12,72.02,72.09,72.49,71.1,330.21,-0.06
2018-04-11,72.06,71.03,73.09,70.57,495.41,1.44
2018-04-10,71.04,68.46,71.34,68.46,452.34,3.48
2018-04-09,68.65,67.1,68.8,67.0,257.5,2.29
2018-04-06,67.11,68.09,68.62,66.86,296.09,-1.79
2018-04-05,68.33,68.36,68.93,67.73,270.82,0.46
2018-04-04,68.02,68.15,68.28,66.69,361.48,-0.15
2018-04-03,68.12,67.63,68.46,67.62,232.26,0.71
2018-04-02,67.64,69.32,70.04,67.49,190.05,-3.74
2018-03-29,70.27,69.86,70.44,69.1,25.29,1.06
2018-03-28,69.53,69.72,70.25,68.78,141.89,-0.83
2018-03-27,70.11,70.13,71.03,69.45,131.39,-0.01
2018-03-26,70.12,70.43,71.05,69.67,183.69,-0.47
2018-03-23,70.45,69.11,70.57,68.87,283.01,2.23
2018-03-22,68.91,69.63,69.7,68.58,286.63,-0.81
2018-03-21,69.47,67.61,69.86,67.48,401.05,3.04
2018-03-20,67.42,66.15,67.88,66.15,326.47,2.07
2018-03-19,66.05,66.01,66.39,65.39,272.42,-0.24
2018-03-16,66.21,65.07,66.42,64.88,264.21,1.67
2018-03-15,65.12,64.9,65.38,64.61,208.59,0.35
2018-03-14,64.89,64.73,65.21,64.06,267.59,0.39
2018-03-13,64.64,64.92,65.68,64.05,320.57,-0.48
2018-03-12,64.95,65.5,65.86,64.18,240.03,-0.82
2018-03-09,65.49,63.93,65.63,63.69,286.49,2.96
2018-03-08,63.61,64.51,64.56,63.43,294.79,-1.13
2018-03-07,64.34,65.23,65.8,63.83,332.91,-2.2
2018-03-06,65.79,65.74,66.16,65.3,199.79,0.38
2018-03-05,65.54,64.65,65.88,64.1,261.06,1.82
2018-03-02,64.37,64.07,64.64,63.2,266.38,0.85
2018-03-01,63.83,64.57,65.04,63.19,340.97,-2.96
2018-02-28,65.78,66.41,66.87,65.43,27.39,-1.28
2018-02-27,66.63,67.57,67.61,66.32,106.34,-1.29
2018-02-26,67.5,67.29,67.9,66.72,188.3,0.28
2018-02-23,67.31,66.3,67.37,65.79,201.72,1.39
2018-02-22,66.39,64.91,66.56,64.62,253.0,1.48
2018-02-21,65.42,65.05,65.53,64.4,245.87,0.26
2018-02-20,65.25,65.64,65.81,64.78,289.17,-0.64
2018-02-19,65.67,64.96,65.9,64.84,125.63,1.28
2018-02-16,64.84,64.66,65.22,64.19,239.58,0.79
2018-02-15,64.33,64.44,65.15,63.12,292.91,-0.05
2018-02-14,64.36,62.84,64.58,61.95,349.1,2.61
2018-02-13,62.72,62.85,63.1,61.76,367.26,0.21
2018-02-12,62.59,62.5,64.4,62.5,349.67,-0.32
2018-02-09,62.79,64.44,64.64,61.77,399.5,-3.12
2018-02-08,64.81,65.28,65.6,64.1,346.32,-1.07
2018-02-07,65.51,67.2,67.72,65.16,567.76,-2.02
2018-02-06,66.86,67.02,67.6,66.53,328.85,-1.12
