,Date,Last,Open,Max,Min,Vol_K,Var_%,Index,nasdaq_last_5_avg,nasdaq_last_3_avg,nasdaq_last_1
93,2019-06-12,7472.29,7493.55,7507.52,7459.2,141000.9,-0.55,nasdaq,0.952,1.08,0.16
94,2019-06-11,7513.85,7584.75,7595.57,7489.99,162000.2,0.16,nasdaq,1.46,1.28,1.14
95,2019-06-10,7501.93,7472.6,7573.0,7468.16,176000.9,1.14,nasdaq,0.812,1.153,1.94
96,2019-06-07,7417.29,7315.33,7445.99,7309.01,176000.53,1.94,nasdaq,0.1,1.407,0.76
97,2019-06-06,7275.93,7229.86,7293.22,7201.59,172000.72,0.76,nasdaq,0.028,0.453,0.76
98,2019-06-05,7220.9,7230.81,7235.23,7146.43,181000.76,0.76,nasdaq,-0.294,-0.34,2.7
99,2019-06-04,7166.75,7056.18,7169.79,7023.1,217000.17,2.7,nasdaq,-0.896,-1.107,-2.1
100,2019-06-03,6978.02,7110.34,7126.43,6936.68,245000.98,-2.1,nasdaq,-0.496,-0.69,-1.62
101,2019-05-31,7127.96,7148.71,7183.23,7125.97,183000.95,-1.62,nasdaq,-0.476,-0.253,0.4
102,2019-05-30,7245.4,7234.83,7262.77,7204.42,135000.81,0.4,nasdaq,-0.638,-0.42,-0.85
103,2019-05-29,7216.86,7222.55,7254.2,7176.67,195000.44,-0.85,nasdaq,-0.266,-0.643,-0.31
104,2019-05-28,7278.38,7321.27,7362.29,7274.7,293000.46,-0.31,nasdaq,-0.542,-0.677,-0.1
105,2019-05-24,7300.96,7353.97,7371.3,7294.1,143000.59,-0.1,nasdaq,-0.724,-0.307,-1.52
106,2019-05-23,7307.93,7331.67,7337.47,7261.46,218000.84,-1.52,nasdaq,-0.216,-0.363,-0.41
107,2019-05-22,7420.66,7413.84,7458.11,7410.72,153000.96,-0.41,nasdaq,0.14,-0.563,1.01
108,2019-05-21,7451.02,7442.31,7472.71,7417.07,164000.74,1.01,nasdaq,0.15,-0.56,-1.69
109,2019-05-20,7376.7,7391.73,7424.59,7351.92,211000.42,-1.69,nasdaq,-0.204,0.46,-1.01
110,2019-05-17,7503.68,7513.15,7605.67,7496.92,212000.22,-1.01,nasdaq,0.008,1.15,1.02
111,2019-05-16,7580.14,7509.9,7627.03,7502.76,189000.21,1.02,nasdaq,-0.288,-0.343,1.37
112,2019-05-15,7503.25,7354.82,7524.22,7353.9,172000.93,1.37,nasdaq,-0.622,-0.783,1.06
113,2019-05-14,7401.88,7366.64,7449.02,7337.94,185000.93,1.06,nasdaq,-1.23,-1.29,-3.46
114,2019-05-13,7324.13,7385.55,7433.92,7303.64,253000.31,-3.46,nasdaq,-0.67,-0.237,0.05
115,2019-05-10,7586.53,7556.04,7623.01,7426.75,198000.03,0.05,nasdaq,-0.364,-0.913,-0.46
116,2019-05-09,7582.75,7525.81,7605.03,7472.71,200000.57,-0.46,nasdaq,-0.344,-0.98,-0.3
117,2019-05-08,7617.55,7623.32,7678.82,7593.75,182000.2,-0.3,nasdaq,-0.36,-0.353,-1.98
118,2019-05-07,7640.15,7713.49,7743.06,7572.61,234000.7,-1.98,nasdaq,-0.11,0.187,-0.66
119,2019-05-06,7794.09,7662.92,7804.55,7662.92,170000.54,-0.66,nasdaq,0.054,0.28,1.58
120,2019-05-03,7845.73,7784.29,7847.52,7772.44,168000.29,1.58,nasdaq,-0.238,-0.49,-0.36
121,2019-05-02,7724.06,7751.64,7791.51,7672.54,182000.85,-0.36,nasdaq,-0.082,-0.317,-0.38
122,2019-05-01,7751.85,7828.14,7851.03,7749.74,186000.86,-0.38,nasdaq,-0.074,-0.15,-0.73
123,2019-04-30,7781.46,7769.3,7792.32,7726.07,195000.63,-0.73,nasdaq,0.324,0.233,0.16
124,2019-04-29,7839.04,7825.64,7851.85,7812.97,143000.98,0.16,nasdaq,0.354,0.067,0.12
125,2019-04-26,7826.68,7791.15,7826.89,7742.6,187000.5,0.12,nasdaq,0.354,0.447,0.42
126,2019-04-25,7816.92,7850.71,7851.98,7778.23,192000.12,0.42,nasdaq,0.338,0.41,-0.34
127,2019-04-24,7784.41,7813.02,7827.05,7783.59,180000.44,-0.34,nasdaq,0.474,0.563,1.26
128,2019-04-23,7810.71,7724.17,7819.34,7719.09,171000.31,1.26,nasdaq,0.224,0.257,0.31
129,2019-04-22,7713.49,7658.37,7715.33,7653.89,129000.12,0.31,nasdaq,0.25,0.267,0.12
130,2019-04-18,7689.72,7688.93,7694.18,7647.4,188000.48,0.12,nasdaq,0.182,0.23,0.34
131,2019-04-17,7680.72,7705.32,7715.07,7659.85,198000.94,0.34,nasdaq,0.228,0.263,0.34
132,2019-04-16,7654.73,7651.19,7670.4,7631.64,165000.46,0.34,nasdaq,0.078,0.077,0.01
133,2019-04-15,7629.12,7630.6,7636.81,7578.54,129000.62,0.01,nasdaq,0.132,0.263,0.44
134,2019-04-12,7628.15,7624.15,7630.52,7596.56,139000.85,0.44,nasdaq,0.146,-0.02,-0.22
135,2019-04-11,7594.89,7621.4,7621.4,7580.7,128000.38,-0.22,nasdaq,0.178,0.147,0.57
136,2019-04-10,7611.49,7581.39,7613.41,7573.28,135000.38,0.57,nasdaq,0.184,0.127,-0.41
137,2019-04-09,7568.49,7571.88,7596.75,7555.62,154000.64,-0.41,nasdaq,0.322,0.243,0.28
138,2019-04-08,7599.74,7565.06,7602.08,7536.42,141000.44,0.28,nasdaq,0.536,0.35,0.51
139,2019-04-05,7578.84,7564.27,7581.9,7554.91,147000.63,0.51,nasdaq,0.594,0.273,-0.06
140,2019-04-04,7540.57,7542.16,7571.13,7496.3,164000.96,-0.06,nasdaq,0.64,0.743,0.6
141,2019-04-03,7544.97,7538.17,7589.69,7520.4,218000.6,0.6,nasdaq,0.404,0.81,0.28
142,2019-04-02,7499.64,7473.51,7507.05,7461.51,152000.98,0.28,nasdaq,0.442,0.773,1.35
143,2019-04-01,7478.42,7450.81,7481.84,7422.44,166000.95,1.35,nasdaq,0.148,0.13,0.8
144,2019-03-29,7378.77,7377.77,7381.69,7333.17,201000.37,0.8,nasdaq,-0.458,0.02,0.17
145,2019-03-28,7320.47,7325.06,7346.04,7277.69,138000.74,0.17,nasdaq,-0.188,-0.077,-0.58
146,2019-03-27,7308.19,7364.47,7376.99,7252.06,178000.22,-0.58,nasdaq,0.014,-0.627,0.47
147,2019-03-26,7351.15,7378.23,7417.26,7314.38,172000.87,0.47,nasdaq,-0.018,-0.277,-0.12
148,2019-03-25,7316.96,7299.93,7342.51,7265.28,168000.62,-0.12,nasdaq,0.058,-0.093,-2.23
149,2019-03-22,7326.06,7458.44,7482.35,7323.52,219000.57,-2.23,nasdaq,0.68,0.753,1.52
150,2019-03-21,7493.27,7356.94,7505.41,7356.94,220000.56,1.52,nasdaq,0.338,0.333,0.43
151,2019-03-20,7380.75,7348.99,7422.76,7318.42,202000.54,0.43,nasdaq,0.406,0.483,0.31
152,2019-03-19,7349.28,7357.58,7390.29,7321.93,236000.91,0.31,nasdaq,0.448,0.317,0.26
153,2019-03-18,7326.28,7311.63,7348.69,7293.85,179000.3,0.26,nasdaq,0.818,0.487,0.88
154,2019-03-15,7306.99,7274.14,7331.3,7265.64,456000.55,0.88,nasdaq,0.61,0.367,-0.19
155,2019-03-14,7243.01,7257.31,7267.94,7240.96,195000.34,-0.19,nasdaq,0.408,1.133,0.77
156,2019-03-13,7256.98,7231.05,7292.86,7229.88,199000.87,0.77,nasdaq,0.13,0.823,0.52
157,2019-03-12,7201.28,7176.23,7219.41,7166.95,175000.02,0.52,nasdaq,0.042,0.25,2.11
158,2019-03-11,7164.02,7050.05,7166.93,7049.56,171000.04,2.11,nasdaq,-0.382,-0.66,-0.16
159,2019-03-08,7015.69,6940.9,7018.92,6940.72,177000.75,-0.16,nasdaq,-0.198,-0.58,-1.2
160,2019-03-07,7026.88,7089.63,7097.91,7001.81,182000.76,-1.2,nasdaq,-0.012,-0.183,-0.62
161,2019-03-06,7112.47,7156.24,7162.24,7104.55,164000.73,-0.62,nasdaq,0.094,0.277,0.08
162,2019-03-05,7156.78,7156.66,7178.3,7120.69,181000.03,0.08,nasdaq,0.1,0.16,-0.01
163,2019-03-04,7150.83,7193.88,7205.94,7073.4,200000.62,-0.01,nasdaq,0.172,0.133,0.76
164,2019-03-01,7151.57,7152.08,7159.96,7101.07,182000.81,0.76,nasdaq,0.178,-0.083,-0.27
165,2019-02-28,7097.52,7093.2,7125.92,7081.92,231000.6,-0.27,nasdaq,0.156,0.123,-0.09
166,2019-02-27,7117.01,7095.75,7125.78,7045.41,166000.32,-0.09,nasdaq,0.162,0.417,0.11
167,2019-02-26,7123.22,7098.97,7144.65,7087.14,162000.75,0.11,nasdaq,0.172,0.253,0.35
168,2019-02-25,7115.43,7144.34,7161.73,7111.78,179000.06,0.35,nasdaq,0.196,0.117,0.79
169,2019-02-22,7090.62,7055.2,7094.29,7050.01,197000.94,0.79,nasdaq,0.056,-0.093,-0.38
170,2019-02-21,7035.16,7047.08,7063.07,7001.8,158000.19,-0.38,nasdaq,0.136,0.19,-0.06
171,2019-02-20,7062.34,7070.23,7096.15,7027.37,169000.85,-0.06,nasdaq,0.454,0.24,0.16
172,2019-02-19,7066.61,7033.37,7089.1,7032.78,150000.46,0.16,nasdaq,0.41,0.193,0.47
173,2019-02-15,7055.18,7066.38,7073.99,7022.3,202000.53,0.47,nasdaq,0.34,0.547,0.09
174,2019-02-14,7022.42,6986.51,7047.88,6969.69,168000.0,0.09,nasdaq,0.058,0.497,0.02
175,2019-02-13,7015.88,7038.32,7062.58,7009.73,168000.57,0.02,nasdaq,-0.02,0.53,1.53
176,2019-02-12,7014.67,6960.55,7021.76,6948.33,188000.91,1.53,nasdaq,-0.144,-0.42,-0.06
177,2019-02-11,6909.19,6941.26,6958.33,6893.8,166000.33,-0.06,nasdaq,0.114,-0.523,0.12
178,2019-02-08,6913.13,6843.33,6914.56,6836.7,168000.04,0.12,nasdaq,0.0,-0.26,-1.32
179,2019-02-07,6904.98,6934.33,6954.77,6854.35,204000.46,-1.32,nasdaq,0.554,0.59,-0.37
180,2019-02-06,6997.62,7023.89,7034.94,6969.83,193000.6,-0.37,nasdaq,1.156,0.563,0.91
181,2019-02-05,7023.52,6969.37,7029.77,6967.94,206000.73,0.91,nasdaq,0.782,0.743,1.23
182,2019-02-04,6959.96,6876.56,6960.97,6872.6,177000.35,1.23,nasdaq,0.27,1.213,-0.45
183,2019-02-01,6875.52,6872.73,6921.95,6857.31,220000.67,-0.45,nasdaq,0.614,1.043,1.45
184,2019-01-31,6906.84,6840.93,6936.34,6837.92,327000.55,1.45,nasdaq,0.456,0.117,2.64
185,2019-01-30,6807.91,6708.56,6826.92,6688.33,246000.7,2.64,nasdaq,-0.036,-0.34,-0.96
186,2019-01-29,6632.79,6695.71,6701.47,6613.42,183000.31,-0.96,nasdaq,-0.25,0.2,-1.33
187,2019-01-28,6697.09,6691.84,6697.53,6644.31,216000.55,-1.33,nasdaq,0.212,0.703,1.27
188,2019-01-25,6787.37,6755.67,6800.97,6733.32,246000.85,1.27,nasdaq,0.108,-0.397,0.66
189,2019-01-24,6702.55,6680.34,6710.73,6656.52,230000.49,0.66,nasdaq,-0.028,-0.29,0.18
190,2019-01-23,6658.76,6689.08,6712.86,6584.5,197000.17,0.18,nasdaq,0.33,-0.1,-2.03
191,2019-01-22,6646.81,6736.65,6738.57,6603.56,246000.4,-2.03,nasdaq,0.554,0.57,0.98
192,2019-01-18,6784.61,6771.52,6816.23,6727.94,253000.24,0.98,nasdaq,0.298,0.9,0.75
193,2019-01-17,6718.45,6646.19,6747.28,6637.1,171000.13,0.75,nasdaq,0.21,0.347,-0.02
194,2019-01-16,6668.56,6677.38,6720.4,6665.05,175000.73,-0.02,nasdaq,0.364,0.253,1.97
195,2019-01-15,6669.64,6571.15,6674.53,6567.32,173000.9,1.97,nasdaq,0.166,-0.3,-0.91
196,2019-01-14,6541.04,6536.37,6566.87,6512.64,177000.78,-0.91,nasdaq,0.552,0.253,-0.3
197,2019-01-11,6601.4,6579.89,6604.56,6562.04,173000.53,-0.3,nasdaq,1.508,0.68,0.31
198,2019-01-10,6620.94,6551.05,6625.11,6517.55,192000.69,0.31,nasdaq,0.774,0.917,0.75
199,2019-01-09,6600.69,6576.54,6631.06,6549.44,223000.36,0.75,nasdaq,0.722,2.16,0.98
200,2019-01-08,6551.85,6555.91,6574.73,6457.0,219000.26,0.98,nasdaq,0.668,0.713,1.02
201,2019-01-07,6488.25,6434.55,6521.44,6412.98,224000.76,1.02,nasdaq,0.454,0.537,4.48
202,2019-01-04,6422.67,6250.05,6445.19,6234.59,272000.84,4.48,nasdaq,-0.36,-0.72,-3.36
203,2019-01-03,6147.13,6274.76,6292.68,6139.4,286000.07,-3.36,nasdaq,1.544,0.383,0.49
204,2019-01-02,6360.87,6198.68,6394.73,6198.68,202000.73,0.49,nasdaq,0.96,0.357,0.71
205,2018-12-31,6329.97,6354.85,6365.39,6273.94,192000.95,0.71,nasdaq,0.188,2.173,-0.05
206,2018-12-28,6285.27,6326.62,6388.36,6233.69,191000.43,-0.05,nasdaq,-0.116,1.38,0.41
207,2018-12-27,6288.3,6168.6,6291.99,6043.44,244000.42,0.41,nasdaq,-0.656,0.193,6.16
208,2018-12-26,6262.77,5969.07,6263.82,5921.86,271000.1,6.16,nasdaq,-1.754,-2.383,-2.43
209,2018-12-24,5899.35,5994.08,6075.17,5895.12,171000.72,-2.43,nasdaq,-1.712,-2.337,-3.15
210,2018-12-21,6046.56,6293.05,6308.31,6013.98,630000.18,-3.15,nasdaq,-1.594,-1.063,-1.57
211,2018-12-20,6243.19,6312.72,6380.97,6161.85,308000.29,-1.57,nasdaq,-1.268,-1.28,-2.29
212,2018-12-19,6342.97,6480.31,6575.39,6284.72,288000.8,-2.29,nasdaq,-0.632,-1.37,0.67
213,2018-12-18,6491.52,6503.12,6551.04,6434.6,228000.7,0.67,nasdaq,-0.702,-1.573,-2.22
214,2018-12-17,6448.39,6570.99,6621.63,6399.55,240000.32,-2.22,nasdaq,-0.048,-0.537,-2.56
215,2018-12-14,6594.96,6679.91,6710.41,6585.31,205000.5,-2.56,nasdaq,-0.196,0.423,0.06
216,2018-12-13,6767.97,6805.7,6833.78,6724.04,169000.28,0.06,nasdaq,-0.08,0.753,0.89
217,2018-12-12,6763.96,6800.55,6867.66,6761.78,192000.14,0.89,nasdaq,-1.014,-0.643,0.32
218,2018-12-11,6704.24,6782.41,6788.47,6650.83,180000.72,0.32,nasdaq,-0.752,-0.537,1.05
219,2018-12-10,6682.74,6603.36,6710.39,6534.33,200000.8,1.05,nasdaq,-0.798,-2.147,-3.3
220,2018-12-07,6613.27,6806.63,6849.38,6594.54,222000.93,-3.3,nasdaq,-0.198,-0.503,0.64
221,2018-12-06,6838.85,6652.13,6840.49,6630.82,258000.85,0.64,nasdaq,0.308,-0.443,-3.78
222,2018-12-04,6795.21,7026.81,7045.68,6785.85,258000.46,-3.78,nasdaq,1.132,0.717,1.63
223,2018-12-03,7062.13,7106.84,7106.99,7013.2,233000.91,1.63,nasdaq,1.268,1.23,0.82
224,2018-11-30,6949.01,6902.24,6951.13,6872.29,339000.76,0.82,nasdaq,0.958,1.07,-0.3
225,2018-11-29,6892.4,6890.84,6938.02,6839.45,166000.57,-0.3,nasdaq,1.168,1.94,3.17
226,2018-11-28,6913.33,6756.13,6914.79,6713.29,219000.98,3.17,nasdaq,0.184,0.64,0.34
227,2018-11-27,6701.04,6639.39,6715.4,6609.08,173000.62,0.34,nasdaq,-0.536,0.777,2.31
228,2018-11-26,6678.34,6616.79,6679.91,6590.89,179000.1,2.31,nasdaq,-1.066,-0.577,-0.73
229,2018-11-23,6527.35,6525.02,6591.56,6524.55,96000.2,-0.73,nasdaq,-0.564,-1.42,0.75
230,2018-11-21,6575.66,6608.12,6639.37,6566.31,179000.41,0.75,nasdaq,-0.892,-1.783,-1.75
231,2018-11-20,6526.96,6475.68,6614.01,6442.36,273000.24,-1.75,nasdaq,-0.536,-0.607,-3.26
232,2018-11-19,6642.92,6832.25,6841.44,6623.37,241000.71,-3.26,nasdaq,-0.48,0.183,-0.34
233,2018-11-16,6867.02,6823.03,6898.13,6797.43,269000.51,-0.34,nasdaq,-0.746,0.307,1.78
234,2018-11-15,6890.45,6750.63,6908.82,6702.42,227000.81,1.78,nasdaq,-1.226,-1.28,-0.89
235,2018-11-14,6769.87,6896.19,6916.1,6736.18,205000.78,-0.89,nasdaq,-0.434,-1.54,0.03
236,2018-11-13,6830.91,6858.59,6951.44,6811.68,196000.22,0.03,nasdaq,-0.29,-1.757,-2.98
237,2018-11-12,6829.1,6990.37,6998.8,6819.38,196000.51,-2.98,nasdaq,0.226,0.26,-1.67
238,2018-11-09,7039.15,7095.45,7104.39,6982.89,201000.79,-1.67,nasdaq,0.266,1.067,-0.62
239,2018-11-08,7158.59,7176.19,7192.32,7125.14,180000.86,-0.62,nasdaq,0.684,1.14,3.07
